"id";"word";"phrase";"gloss"
"n#03101272";" cultellus ";"";""
"n#03101426";" scalmus ";"";""
"n#03101643";" cultellus ";"";""
"n#03102571";" hara ";"";""
"n#03106586";" piperatorium ";"";""
"n#03107757";" fragrantia odoramen odoramentum ";"";""
"n#03108685";" peristylium ";"";""
"n#03109874";" pilum ";"";""
"n#03116564";" upupa ";"";""
"n#03116958";" plectrum ";"";""
"n#03118233";" effigia effigies figmentum figura imago pictura signum ";"";""
"n#03119215";" gleba ";"";""
"n#03120538";" crepido pila ";"";""
"n#03122086";" contus ";"";""
"n#03123093";" catapotium pastillus ";"";""
"n#03123283";" catapotium ";"";""
"n#03124051";" mitra ";"";""
"n#03124259";" boia columbare ";"";""
"n#03124442";" cervical pulvinus ";"";""
"n#03128369";" pinnaculum ";"";""
"n#03129019";" canaliculus canalis tubus ";"";""
"n#03131951";" embolus ";"";""
"n#03132395";" metallum ";"";""
"n#03132702";" urceus ";"";""
"n#03134267";" clavicula cnodax ";"";""
"n#03136211";" cogitatio consilium institutum mens ";"";""
"n#03140073";" lamina ";"";""
"n#03144411";" ludicrum ";"";""
"n#03146110";" aratrum ";"";""
"n#03146300";" dentale vomer ";"";""
"n#03148157";" crista pluma ";"";""
"n#03150523";" acies aculeus apex cuspis ";"";""
"n#03152394";" adminiculum asser temo vallus ";"";""
"n#03152625";" axis cardo polus ";"";""
"n#03160228";" ambulatio porticus ";"";""
"n#03160624";" effigies ";"";""
"n#03161694";" asser stipes vallus ";"";""
"n#03163679";" caccabus olla ";"";""
"n#03165060";" testula ";"";""
"n#03165815";" cataplasma emplastrum fomentum malagma ";"";""
"n#03167788";" serra ";"";""
"n#03174387";" carcer custodia ergastulum nervus ";"";""
"n#03175604";" stimulus ";"";""
"n#03176413";" missile ";"";""
"n#03176622";" eminentia prominentia torus ";"";""
"n#03178310";" destina firmamen fulcimen fulmentum furca ";"";""
"n#03183996";" conclave ";"";""
"n#03185307";" trochlea ";"";""
"n#03186409";" antlia ";"";""
"n#03190105";" crumina sacculus ";"";""
"n#03192441";" pyramis ";"";""
"n#03195486";" crepido ";"";""
"n#03195684";" regina ";"";""
"n#03195765";" regina ";"";""
"n#03197728";" corytos pharetra ";"";""
"n#03199185";" curriculum spatium ";"";""
"n#03199633";" circuitus gyrus spatium ";"";""
"n#03200533";" eculeus ";"";""
"n#03206298";" ratis ";"";""
"n#03210008";" pecten rastellus ";"";""
"n#03210182";" aries ";"";""
"n#03211321";" agger munimentum murus propugnaculum vallum ";"";""
"n#03215096";" novacula rasorium ";"";""
"n#03225469";" frigidarium ";"";""
"n#03225816";" ara arx asylum castellum confugium deverticulum perfugium refugium respectus ";"";""
"n#03226864";" retinaculum ";"";""
"n#03227696";" coenobium ";"";""
"n#03228145";" antidotum auxilium cura medella medicina remedium ";"";""
"n#03229727";" exemplar exemplum propagatio ";"";""
"n#03232583";" obstantia ";"";""
"n#03236095";" detrimentum tergum ";"";""
"n#03237601";" fascia lemniscus vitta ";"";""
"n#03237721";" fascia lemniscus vitta ";"";""
"n#03238181";" cribrum ";"";""
"n#03241409";" anulus anus armilla circes circulus condalium orbiculus ";"";""
"n#03243338";" clavus ";"";""
"n#03243979";" iter via ";"";""
"n#03247107";" ferula radius regula virga ";"";""
"n#03250224";" columen culmen tectum trabs ";"";""
"n#03250547";" columen culmen tectum trabs ";"";""
"n#03250788";" aedes cella conclave ";"";""
"n#03252883";" chorda funis linum restis retinaculum rudens ";"";""
"n#03260882";" peristroma tapete ";"";""
"n#03261562";" regula ";"";""
"n#03268893";" carbasus linteum velum ";"";""
"n#03273160";" sandalium solea ";"";""
"n#03277765";" serra ";"";""
"n#03278928";" vagina ";"";""
"n#03279791";" scalpellum ";"";""
"n#03280131";" scapulare ";"";""
"n#03280442";" amictorium ";"";""
"n#03280931";" prospectus ";"";""
"n#03281918";" diatriba ludus schola ";"";""
"n#03283373";" acinaces harpe ";"";""
"n#03285173";" clades lues ";"";""
"n#03286335";" coopertorium involucrum operimentum praescriptio tegimen tegimentum velamentum ";"";""
"n#03293049";" sutura ";"";""
"n#03294261";" sedes sedile ";"";""
"n#03297804";" cathedra ";"";""
"n#03302272";" consequentia ";"";""
"n#03306252";" cloaca ";"";""
"n#03307624";" catena copula vinculum ";"";""
"n#03308527";" scapus ";"";""
"n#03309644";" frutex scapus ";"";""
"n#03310070";" testa ";"";""
"n#03311608";" forpex ";"";""
"n#03311748";" theca vagina ";"";""
"n#03315837";" ara confugium receptaculum suffugium umbraculum ";"";""
"n#03316835";" aegis integumentum scutum ";"";""
"n#03316977";" aegis integumentum scutum ";"";""
"n#03318070";" abies arbor carina navigium navis pinus puppis ratis trabs ";"";""
"n#03320567";" camisia ";"";""
"n#03322000";" aluta calceamen calceamentum calceus ";"";""
"n#03325022";" pergula taberna ";"";""
"n#03329639";" pala rutrum ";"";""
"n#03329834";" vatillum ";"";""
"n#03332110";" foricula ";"";""
"n#03333468";" harpe ";"";""
"n#03335176";" crepido ";"";""
"n#03336320";" cribrum ";"";""
"n#03338120";" bombyx ";"";""
"n#03343262";" corpus ";"";""
"n#03343837";" adumbratio delineatio ";"";""
"n#03356658";" cataracta ";"";""
"n#03357161";" cumba ";"";""
"n#03360120";" decipula laqueus nassa pedica rete tendicula ";"";""
"n#03363750";" sapo ";"";""
"n#03366331";" sponda ";"";""
"n#03374766";" pala ";"";""
"n#03377293";" rudicula ";"";""
"n#03378030";" abies contus curis cuspis hasta hastile lancea telum ";"";""
"n#03378225";" abies contus curis cuspis hasta hastile lancea telum ";"";""
"n#03381389";" Sphinx ";"";""
"n#03381936";" araneum ";"";""
"n#03382158";" clavus ";"";""
"n#03383165";" fusus ";"";""
"n#03384760";" anfractus turbo ";"";""
"n#03385657";" veru ";"";""
"n#03387931";" cochlear cochlearium ";"";""
"n#03391054";" petaurum ";"";""
"n#03391165";" indictio ";"";""
"n#03392456";" calcar ";"";""
"n#03395783";" stabulum ";"";""
"n#03397031";" baculum virga ";"";""
"n#03397314";" proscaenium pulpitum ";"";""
"n#03400231";" moneta ";"";""
"n#03400330";" pilum ";"";""
"n#03405014";" effigies imago signum statua ";"";""
"n#03410915";" gradus ";"";""
"n#03412867";" baculum ferula ";"";""
"n#03419984";" scamnum ";"";""
"n#03421885";" entheca horreum ";"";""
"n#03422136";" cella ";"";""
"n#03425180";" habena ";"";""
"n#03425471";" habena ";"";""
"n#03426236";" via vicus ";"";""
"n#03427434";" subsidium ";"";""
"n#03428889";" funiculus linea ";"";""
"n#03429004";" funiculus linea nervus tomix ";"";""
"n#03430059";" fascia ";"";""
"n#03431121";" arx ";"";""
"n#03431817";" aedificium compages comparatio constructio fabrica fabricatio structura ";"";""
"n#03433357";" bulla umbo ";"";""
"n#03435130";" offendiculum ";"";""
"n#03435353";" hara ";"";""
"n#03435443";" graphium stilus ";"";""
"n#03435902";" argumentum ";"";""
"n#03440994";" quantitas ";"";""
"n#03444976";" adiumentum adminiculum destina firmamen firmamentum fulcimen fulmentum stabilimentum ";"";""
"n#03455079";" stagnum ";"";""
"n#03457380";" chalybs ensis ferrum gladius lamina mucro ";"";""
"n#03458161";" synagoga ";"";""
"n#03459836";" systema ";"";""
"n#03461269";" mensa ";"";""
"n#03462134";" mantele ";"";""
"n#03464446";" clavulus ";"";""
"n#03468579";" lacus ";"";""
"n#03474078";" deverticulum stabulum taberna ";"";""
"n#03483734";" aedes aula delubrum fanum templum ";"";""
"n#03486655";" tabernaculum tentorium ";"";""
"n#03488132";" axis cardo polus ";"";""
"n#03491295";" scaena theatrum ";"";""
"n#03495643";" res ";"";""
"n#03495843";" res ";"";""
"n#03497295";" acia filum licium stamen ";"";""
"n#03498446";" area ";"";""
"n#03498829";" collum faux ";"";""
"n#03499424";" solium thronus ";"";""
"n#03504804";" clavus ";"";""
"n#03511793";" toga ";"";""
"n#03512626";" latrina ";"";""
"n#03514437";" nomisma ";"";""
"n#03515449";" securis ";"";""
"n#03516114";" forceps ";"";""
"n#03516946";" adminiculum instrumentum ";"";""
"n#03518131";" dentifricium ";"";""
"n#03518223";" dentiscalpium ";"";""
"n#03518706";" cooperculum operculum operimentum ";"";""
"n#03518964";" turbo ";"";""
"n#03520488";" fax lampas lumen ";"";""
"n#03522760";" mantele ";"";""
"n#03523510";" turris ";"";""
"n#03529109";" cauda ";"";""
"n#03533110";" decipula laqueus plaga tendicula ";"";""
"n#03534063";" transtrum ";"";""
"n#03534522";" repositorium ";"";""
"n#03539902";" fuscina ";"";""
"n#03546198";" baculum ferula ";"";""
"n#03546538";" vidulus ";"";""
"n#03547711";" lacus linter ";"";""
"n#03554404";" turricula ";"";""
"n#03563683";" cadus situla ";"";""
"n#03567934";" vas ";"";""
"n#03568778";" camera circumflexus cortina crypta fornix ";"";""
"n#03569523";" vehiculum ";"";""
"n#03574037";" navigium ";"";""
"n#03574512";" doga vas ";"";""
"n#03575197";" thorax ";"";""
"n#03583606";" carpentum plaustrum ";"";""
"n#03585958";" maceria murus paries ";"";""
"n#03588520";" armarium vestiarium ";"";""
"n#03588685";" vestiarium ";"";""
"n#03593168";" armilla dextrale ";"";""
"n#03598721";" aqua ";"";""
"n#03601056";" ferrum telum ";"";""
"n#03604098";" cuneus ";"";""
"n#03606284";" puteus ";"";""
"n#03611355";" cos ";"";""
"n#03611698";" flagellum flagrum scutica verber ";"";""
"n#03613524";" album ";"";""
"n#03615214";" corruptela fornix lupanar lustrum pergula stabulum ";"";""
"n#03617339";" capillamentum galericulum galerus ";"";""
"n#03619060";" clavicula ";"";""
"n#03619904";" fenestra ";"";""
"n#03620807";" fenestra ";"";""
"n#03620959";" fenestra ";"";""
"n#03621187";" fenestra ";"";""
"n#03628801";" subtemen ";"";""
"n#03629073";" coma lana ";"";""
"n#03629197";" labor negotium opera opus ";"";""
"n#03631348";" labor negotium opera opus ";"";""
"n#03632186";" fabrica officina pergula taberna ";"";""
"n#03632937";" plaga ";"";""
"n#03634230";" involucrum ";"";""
"n#03634464";" corona serta stemma torques ";"";""
"n#03638970";" cohors ";"";""
"n#03641944";" zodiacus ";"";""
"n#03643183";" res ";"";""
"n#03645312";" character ingenium mos natura persona ";"";""
"n#03647110";" solitudo ";"";""
"n#03651126";" adfectus aestus ardor caldor calor fervor incendium libido passio vapor ";"";""
"n#03653606";" alacritas anima animus caput lumen lux spiritus vita ";"";""
"n#03654105";" alacritas ";"";""
"n#03654225";" acrimonia energia nervus robur vigor ";"";""
"n#03655835";" actio negotium operatio strenuitas ";"";""
"n#03656252";" desidia ";"";""
"n#03656520";" pigritia pigror segnitas segnitia socordia ";"";""
"n#03656931";" lentitudo ";"";""
"n#03657083";" torpor ";"";""
"n#03657239";" inertia pigredo pigritia ";"";""
"n#03657503";" inertia pigredo pigritia segnitas segnitia ";"";""
"n#03658162";" patientia ";"";""
"n#03658432";" indulgentia venia ";"";""
"n#03658987";" duritia severitas ";"";""
"n#03659222";" acerbitas acritudo amaritudo asperitas atrocitas austeritas crudelitas duritia inclementia rigor severitas severitudo ";"";""
"n#03659570";" aequanimitas benevolentia gratia honor lepos Venus venustas voluntas ";"";""
"n#03659752";" aequanimitas longanimitas patientia ";"";""
"n#03660241";" oboedientia obsequium patientia ";"";""
"n#03661040";" morositas ";"";""
"n#03661288";" intolerantia ";"";""
"n#03661737";" amaritudo asperitas ";"";""
"n#03662017";" acrimonia acritudo fel ";"";""
"n#03663435";" obstantia ";"";""
"n#03663574";" adseveratio ";"";""
"n#03664048";" gravitas ";"";""
"n#03665167";" lascivia ";"";""
"n#03666691";" volubilitas ";"";""
"n#03666824";" garrulitas loquacitas multiloquium ";"";""
"n#03668938";" adfabilitas comitas ";"";""
"n#03669235";" adfabilitas ";"";""
"n#03669571";" adsuetudo consuetudo convictio familiaritas ";"";""
"n#03672792";" flexibilitas lentor mollitudo ";"";""
"n#03672967";" flexibilitas ";"";""
"n#03673247";" rigor ";"";""
"n#03674196";" incogitantia ";"";""
"n#03674380";" temeritas ";"";""
"n#03676134";" cautela cautio circumspectio circumspicientia ";"";""
"n#03676318";" cautela ";"";""
"n#03676822";" neglegentia ";"";""
"n#03677496";" cessatio culpa derelictio derelictus incuria indiligentia neglectus neglegentia ";"";""
"n#03678310";" pubertas ";"";""
"n#03679828";" causa culpa procuratio ";"";""
"n#03680230";" crimen culpa delictum delinquentia noxia vitium ";"";""
"n#03682241";" diligentia industria ";"";""
"n#03682408";" duritia severitas ";"";""
"n#03683012";" apparentia aspectus conspectus facies forma imago species visus ";"";""
"n#03683672";" conspectus facies frons visus ";"";""
"n#03683889";" color ";"";""
"n#03684009";" consecutio effectus impressio ";"";""
"n#03684305";" designatio figura forma schema ";"";""
"n#03684436";" insigne nota ";"";""
"n#03685812";" facies figura forma formula schema ";"";""
"n#03686135";" color ";"";""
"n#03686637";" causatio obtentus praescriptio praetextum titulus ";"";""
"n#03687456";" aspectus conspectus enuntiatio facies frons locutio os visus vox vultus ";"";""
"n#03688685";" crux ";"";""
"n#03689246";" gutta macula ";"";""
"n#03689511";" virga ";"";""
"n#03689966";" decus facies figura forma pulchritudo species ";"";""
"n#03692010";" charisma ";"";""
"n#03692429";" amoenitas blanditia delenimentum festivitas lepos suavitas Venus ";"";""
"n#03692813";" amoenitas suavitas ";"";""
"n#03693651";" lenocinium ";"";""
"n#03693789";" deformitas foeditas turpitudo ";"";""
"n#03694588";" deformatio deformitas dehonestamentum depravatio turpitudo ";"";""
"n#03695127";" delictum labes macula vitium ";"";""
"n#03696173";" insigne nota ";"";""
"n#03696524";" gutta labes macula ";"";""
"n#03696915";" labes macula ";"";""
"n#03697940";" clavus verruca ";"";""
"n#03700325";" claritas ";"";""
"n#03701157";" acies acumen asperitas subtilitas ";"";""
"n#03701336";" definitio finitio ";"";""
"n#03702620";" acies acumen asperitas sagacitas subtilitas ";"";""
"n#03702778";" sagacitas subtilitas ";"";""
"n#03704727";" simplicitas ";"";""
"n#03705224";" facilitas ";"";""
"n#03705476";" asperitas difficultas moles ";"";""
"n#03706170";" acerbitas asperitas duritia ";"";""
"n#03706593";" gravitas ";"";""
"n#03706895";" incommoditas incommodum ";"";""
"n#03708023";" compectum competitio compositio concordatio condicio condictum consensio consensus consonantia conspiratus convenientia conventio conventum conventus decisio depectio foedus pactio pactum ";"";""
"n#03711934";" commoditas opportunitas ";"";""
"n#03714294";" dos ";"";""
"n#03716446";" ingenium natura ";"";""
"n#03716758";" aer anima aura caelum nubes spiritus ";"";""
"n#03717609";" eminentia excellentia praestantia ";"";""
"n#03717983";" eminentia excellentia eximietas praecellentia praestantia ";"";""
"n#03718929";" sollertia ";"";""
"n#03720318";" aspectus conspectus ";"";""
"n#03721331";" infidelitas mobilitas mutabilitas ";"";""
"n#03724071";" constantia firmitudo immobilitas stabilitas ";"";""
"n#03727089";" unitas ";"";""
"n#03727288";" proximitas similitudo ";"";""
"n#03728635";" competentia ";"";""
"n#03728748";" aequabilitas aequalitas ";"";""
"n#03729166";" constantia ";"";""
"n#03729864";" aequiparatio collatio comparatio contentio ";"";""
"n#03730047";" proximitas similitudo ";"";""
"n#03730389";" aequalitas parilitas paritas ";"";""
"n#03730853";" paritas ";"";""
"n#03731027";" differentia differitas discrimen dissimilitudo distantia diversitas varietas ";"";""
"n#03731593";" claritudo distinctio titulus ";"";""
"n#03731730";" declinatio discrepantia dissonantia ";"";""
"n#03732050";" discrepantia ";"";""
"n#03732325";" dissimilitudo ";"";""
"n#03732812";" differentia genus variantia varietas ";"";""
"n#03733407";" inaequalitas iniquitas ";"";""
"n#03734362";" inaequalitas iniquitas ";"";""
"n#03734831";" necessitas ";"";""
"n#03736465";" ambago dubitatio error ";"";""
"n#03736708";" aporia dubietas dubitatio dubium ";"";""
"n#03741160";" specialitas ";"";""
"n#03741468";" generalitas ";"";""
"n#03742785";" simplicitas ";"";""
"n#03745305";" anomalia ";"";""
"n#03746252";" inaequalitas iniquitas ";"";""
"n#03746913";" mobilitas ";"";""
"n#03747822";" ludus lusus ";"";""
"n#03750498";" firmitudo stabilitas ";"";""
"n#03750643";" amoenitas dulcedo mel ";"";""
"n#03755770";" simplicitas ";"";""
"n#03757963";" pompa ";"";""
"n#03763706";" novitas ";"";""
"n#03765172";" novitas ";"";""
"n#03766226";" novitas ";"";""
"n#03767665";" rectitudo ";"";""
"n#03768230";" veritas ";"";""
"n#03768738";" subtilitas ";"";""
"n#03769341";" fidelitas ";"";""
"n#03772017";" indignitas ";"";""
"n#03772852";" gratia ";"";""
"n#03773297";" consecutio effectus nervus potentia potestas vis ";"";""
"n#03774860";" concinnitudo cultus lautitia nitor ";"";""
"n#03775143";" character figura filum ";"";""
"n#03775722";" cultus ";"";""
"n#03776178";" apparatus cultus decus fulgor granditas lautitia magnificentia nitor species splendor ";"";""
"n#03776497";" apparatus pompa ";"";""
"n#03776654";" classis genus grex natio ";"";""
"n#03777856";" asperitas salebra ";"";""
"n#03778008";" amusia incultus ";"";""
"n#03779450";" claritas ";"";""
"n#03781615";" ambago nebula ";"";""
"n#03782790";" ambages ambiguitas ";"";""
"n#03783526";" probitas rectitudo ";"";""
"n#03783654";" pietas ";"";""
"n#03785586";" benignitas clementia misericordia ";"";""
"n#03785836";" miseratio misericordia pietas ";"";""
"n#03785996";" bonitas humanitas indulgentia ";"";""
"n#03786100";" clementia indulgentia lenitas mansuetudo ";"";""
"n#03786244";" crudelitas ";"";""
"n#03786431";" atrocitas ";"";""
"n#03786594";" feritas immanitas ";"";""
"n#03787376";" comitas magnificentia ";"";""
"n#03788005";" benignitas largitas ";"";""
"n#03788167";" largitas magnanimitas munificentia ";"";""
"n#03788750";" avaritia sordes ";"";""
"n#03788961";" avaritia malignitas sordes ";"";""
"n#03790844";" coeptum ";"";""
"n#03790984";" ambitio gloria ";"";""
"n#03791327";" energia ";"";""
"n#03792240";" audacia audentia confidentia os ";"";""
"n#03792463";" audacia confidentia ";"";""
"n#03792664";" adrogantia praesumptio ";"";""
"n#03792988";" aequabilitas aequitas directio ";"";""
"n#03793456";" inaequalitas iniquitas ";"";""
"n#03793754";" bonitas comitas humanitas indulgentia officium ";"";""
"n#03794011";" benevolentia benignitas bonitas ";"";""
"n#03794149";" operatio ";"";""
"n#03794441";" honor lepos Venus venustas ";"";""
"n#03795640";" malevolentia malignitas ";"";""
"n#03796176";" sensibilitas ";"";""
"n#03796381";" antemna ";"";""
"n#03797053";" callum duritia immobilitas rigor ";"";""
"n#03797439";" acerbitas acritudo amaritudo asperitas atrocitas crudelitas inclementia saevitia ";"";""
"n#03797612";" sordes ";"";""
"n#03798428";" castimonia moralitas ";"";""
"n#03798920";" decus sanctitas virtus ";"";""
"n#03799068";" decus sanctitas virtus ";"";""
"n#03800378";" bonitas ";"";""
"n#03800842";" castimonia castitas decus pudicitia sanctitas virtus ";"";""
"n#03801117";" aequitas ";"";""
"n#03801774";" corruptela corruptio ";"";""
"n#03802073";" corruptibilitas ";"";""
"n#03802185";" intemperantia lascivia spatula ";"";""
"n#03803124";" malitia ";"";""
"n#03803693";" erratum error menda mendum peccatio peccatum ";"";""
"n#03803801";" fragilitas ";"";""
"n#03804759";" caerimonia religio sanctimonia sanctitas sanctitudo ";"";""
"n#03804922";" sanctimonia ";"";""
"n#03805961";" animositas animus audacia audentia fiducia fortitudo mens virtus ";"";""
"n#03806284";" animus cor pectus ";"";""
"n#03807361";" audacia audentia confidentia ";"";""
"n#03807895";" audacia confidentia ";"";""
"n#03807992";" impudentia ";"";""
"n#03809479";" consilium constantia consultum decretum destinatio firmitas pervicacia ";"";""
"n#03810298";" contumacia destinatio obstinatio pertinacia pervicacia ";"";""
"n#03810995";" arbitrium consilium constitutio consultum ";"";""
"n#03811208";" consilium consummatio destinatio determinatio sententia ";"";""
"n#03811466";" constantia patientia perseverantia pertinacia ";"";""
"n#03811751";" constantia perseverantia ";"";""
"n#03811831";" industria ";"";""
"n#03814194";" hypocrisis ";"";""
"n#03814900";" decus honestas honor ";"";""
"n#03815181";" abstinentia honestas innocentia integritas ";"";""
"n#03815289";" probitas ";"";""
"n#03815505";" incorruptela incorruptibilitas incorruptio ";"";""
"n#03815621";" magnificentia nobilitas sublimitas ";"";""
"n#03816422";" honestas probitas veritas ";"";""
"n#03816696";" ingenuitas simplicitas ";"";""
"n#03818909";" fraudulentia ";"";""
"n#03820577";" astus calliditas dolositas ";"";""
"n#03820832";" astus astutia calliditas dolus versutia ";"";""
"n#03820929";" fidelitas ";"";""
"n#03821553";" constantia perseverantia ";"";""
"n#03823790";" simplicitas ";"";""
"n#03825241";" abstinentia moderatio parsimonia temperamentum temperantia ";"";""
"n#03825413";" sobrietas ";"";""
"n#03826302";" intemperantia ";"";""
"n#03827106";" aviditas ingluvies ";"";""
"n#03827353";" rapacitas ";"";""
"n#03827814";" decus dignitas gravitas honor ";"";""
"n#03828199";" gloria ";"";""
"n#03828648";" adrogantia exaltatio extollentia fastus insolentia superbia supercilium ";"";""
"n#03829724";" humilitas ";"";""
"n#03830187";" sapientia sophia ";"";""
"n#03830400";" sagacitas ";"";""
"n#03830684";" discretio ";"";""
"n#03830857";" cautela cautio circumspectio circumspicientia ";"";""
"n#03831006";" deliratio dementia desipientia insania vanitas ";"";""
"n#03832040";" prudentia sapientia ";"";""
"n#03832514";" frugalitas parsimonia ";"";""
"n#03832645";" parsimonia ";"";""
"n#03832817";" frugalitas oeconomia ";"";""
"n#03832977";" imprudentia ";"";""
"n#03833126";" temeritas ";"";""
"n#03833898";" confisio fides fiducia ";"";""
"n#03834151";" credulitas ";"";""
"n#03834330";" diffidentia ";"";""
"n#03834482";" diffidentia ";"";""
"n#03835766";" conversatio mos ";"";""
"n#03836321";" decentia ";"";""
"n#03836634";" decus ";"";""
"n#03837355";" decus dignitas venustas ";"";""
"n#03837747";" modestia pudicitia pudor verecundia ";"";""
"n#03839110";" obscenitas turpitudo ";"";""
"n#03839481";" obscenitas ";"";""
"n#03839746";" malacia otium quies ";"";""
"n#03840782";" obsequium ";"";""
"n#03841165";" obsequium ";"";""
"n#03841705";" humilitas ";"";""
"n#03841910";" obsequium ";"";""
"n#03843490";" destinatio obstinatio pertinacia pervicacia ";"";""
"n#03843872";" inobaudientia inoboedientia ";"";""
"n#03844605";" aer anima aura caelum nubes spiritus ";"";""
"n#03844827";" decus dignitas gravitas honor ";"";""
"n#03846037";" adfabilitas comitas humanitas ";"";""
"n#03846897";" obsequium reverentia verecundia ";"";""
"n#03848250";" exilitas ";"";""
"n#03848510";" confidentia ";"";""
"n#03848700";" census possessio res ";"";""
"n#03851000";" cretio hereditas ";"";""
"n#03851783";" cultura cultus disciplina eruditio ";"";""
"n#03852754";" causa genus mater origo primordium ";"";""
"n#03853114";" aetas aevitas aevum annus saeculum ";"";""
"n#03854521";" antiquitas vetustas ";"";""
"n#03855074";" novitas ";"";""
"n#03856749";" adulescentia ";"";""
"n#03856995";" figura genus modus via ";"";""
"n#03858252";" contactus ";"";""
"n#03858557";" genus modus ratio ";"";""
"n#03860008";" compactio compages compago contextus materiatio textum textura textus ";"";""
"n#03860186";" compositio confectio conscriptio constitutio ";"";""
"n#03860698";" crassitudo ";"";""
"n#03861110";" lentor ";"";""
"n#03861527";" adhaesio adhaesus ";"";""
"n#03862786";" duritia rigor ";"";""
"n#03863106";" mollitia mollitudo teneritas ";"";""
"n#03864058";" fragilitas ";"";""
"n#03866867";" adfectio adfectus constitutio designatio digeries ";"";""
"n#03867407";" conatus declinatio inclinatio ";"";""
"n#03868099";" appetentia appetitio appetitus desideratio desiderium libido voluntas ";"";""
"n#03868242";" esuries fames sitis ";"";""
"n#03868401";" avaritia aviditas ";"";""
"n#03868599";" avaritia aviditas ";"";""
"n#03869779";" levor ";"";""
"n#03870360";" asperitas salebra ";"";""
"n#03870871";" acerbitas acritudo amaritudo asperitas ";"";""
"n#03872297";" lumen lux ";"";""
"n#03873073";" claritas ";"";""
"n#03873344";" flamma ";"";""
"n#03874115";" fulgor ";"";""
"n#03874574";" nitor splendor ";"";""
"n#03874721";" apparatus decus fulgor magnificentia nitor species splendor ";"";""
"n#03875475";" color pigmentum ";"";""
"n#03876333";" color phthongus tonus vox ";"";""
"n#03877202";" atritas ";"";""
"n#03877535";" albedo ";"";""
"n#03878065";" dens ";"";""
"n#03881805";" aurum chrysos ";"";""
"n#03882238";" crocum ";"";""
"n#03885490";" viola ";"";""
"n#03890129";" luror pallor ";"";""
"n#03891461";" pretium ";"";""
"n#03891990";" aura odor ";"";""
"n#03893274";" vox ";"";""
"n#03893540";" quies silentium ";"";""
"n#03893757";" tranquillitas ";"";""
"n#03895270";" dissonantia ";"";""
"n#03895810";" tonus ";"";""
"n#03897800";" color ";"";""
"n#03897961";" acerbitas acritudo amaritudo asperitas salebra ";"";""
"n#03898740";" asperitas ";"";""
"n#03900085";" aevum hora spatium tempestas tempus ";"";""
"n#03901114";" salsedo ";"";""
"n#03901268";" salsugo ";"";""
"n#03901461";" acerbitas acor ";"";""
"n#03901829";" dulcedo dulcitudo mel suavitas ";"";""
"n#03905655";" arvina pinguedo pinguitudo ";"";""
"n#03906188";" pinguedo ";"";""
"n#03906434";" aletudo carnatio ";"";""
"n#03906991";" exilitas gracilitas macies ";"";""
"n#03907274";" commaceratio ";"";""
"n#03907406";" gracilitas subtilitas ";"";""
"n#03907531";" altitudo celsitudo excelsitas proceritas statura sublimitas ";"";""
"n#03908650";" agilitas mobilitas pernicitas ";"";""
"n#03910916";" sexus ";"";""
"n#03914178";" echo imago ";"";""
"n#03916773";" algor algus frigor frigus hiemps rigor ";"";""
"n#03917468";" aestus ardor caldor calor fervor incendium vapor ";"";""
"n#03917929";" tepor ";"";""
"n#03919032";" claritas lampas lumen lux ";"";""
"n#03922244";" lentor ";"";""
"n#03922383";" flexibilitas ";"";""
"n#03923066";" rigor ";"";""
"n#03923435";" acervus massa moles plebs ";"";""
"n#03924293";" moles ";"";""
"n#03925610";" gravitas ponderatio pondus ";"";""
"n#03926603";" levitas ";"";""
"n#03927465";" nervus potestas vis ";"";""
"n#03928263";" nervus ops potentia potestas vis ";"";""
"n#03928353";" acrimonia nervus robur vigor ";"";""
"n#03928898";" firmitas robur ";"";""
"n#03929314";" spina ";"";""
"n#03929458";" patientia ";"";""
"n#03929954";" patientia ";"";""
"n#03930426";" arbitrium auctor auctoritas dicio imperium securis ";"";""
"n#03931784";" nervus potentia potestas vis ";"";""
"n#03932233";" citatus momen momentum pulsus ";"";""
"n#03932475";" acrimonia energia nervus robur vigor ";"";""
"n#03932759";" ardor magnitudo ";"";""
"n#03933119";" adseveratio ";"";""
"n#03933280";" emphasis ";"";""
"n#03933665";" asperitas atrocitas feritas furia furor impetus saevitia violentia vis ";"";""
"n#03935080";" debilitas mollitia mollitudo segnitia ";"";""
"n#03938674";" consequentia ordo protelum series successio vicis ";"";""
"n#03938934";" aqua imber pluvia ";"";""
"n#03940813";" concursus ";"";""
"n#03943113";" longinquitas longitudo mensura spatium ";"";""
"n#03944315";" brevitas ";"";""
"n#03946718";" aeternitas immortalitas ";"";""
"n#03948579";" celeritas velocitas ";"";""
"n#03949337";" celeritas ";"";""
"n#03949998";" festinantia festinatio properantia ";"";""
"n#03950360";" acceleratio ";"";""
"n#03952527";" facies figura forma formula schema ";"";""
"n#03953211";" aequalitas aequitas commensus concinentia congruentia proportio symmetria ";"";""
"n#03955797";" declinatio inclinatio ";"";""
"n#03956088";" clivus declinatio declivitas fastigium ";"";""
"n#03956850";" arduitas ";"";""
"n#03957372";" convexio ";"";""
"n#03959291";" convexitas curvamen curvatura curvitas curvor ";"";""
"n#03959651";" rotunditas ";"";""
"n#03961670";" collocatio compositio constitutio constructio designatio digeries ";"";""
"n#03962596";" libra ";"";""
"n#03965003";" dignitas gradus locus positus status ";"";""
"n#03966466";" custodia satellitium ";"";""
